1029-3256,1993-0968,1029-3256,"SAfAIDS news : Southern Africa AIDS Information Dissemination Service bulletin.","SAfAIDS News",,"SAfAIDS News"
1049-2259,,1049-2259,"The chronicle.","Chronicle (Phila)",,"Chronicle (Phila)"
,,,"Osler Library studies in the history of medicine.","Osler Libr Stud Hist Med",,"Osler Libr Stud Hist Med"
1123-6337,1128-045X,1123-6337,"Techniques in coloproctology.","Tech Coloproctol",,"Tech Coloproctol"
1016-8478,0219-1032,1016-8478,"Molecules and cells.","Mol. Cells",,"Mol Cells"
1091-5222,,1091-5222,Signature.,Signature,"Practical periodontics and aesthetic dentistry.",Signature
1134-1793,,1134-1793,"Anales de la Real Academia de Medicina de Zaragoza. Sesión inaugural.","An R Acad Med Zaragoza","Sesión inaugural","An R Acad Med Zaragoza"
1022-2278,,1022-2278,"Tímarit hjúkrunarfraedinga",,"Icelandic journal of nursing",
,,,Newsline,"Newsline People AIDS Coalit N Y","PWAC NY newsline","Newsline People AIDS Coalit N Y"
,,,"Facts about infant feeding.","Facts Infant Feed",,"Facts Infant Feed"
1134-282X,1887-1364,1134-282X,"Revista de calidad asistencial : organo de la Sociedad Española de Calidad Asistencial.","Rev Calid Asist",,"Rev Calid Asist"
1014-8485,,1014-8485,"Entre nous : the European family planning magazine.","Entre Nous Cph Den",,"Entre Nous Cph Den"
1257-2535,,1257-2535,"Metal ions in biology and medicine : proceedings of the ... International Symposium on Metal Ions in Biology and Medicine held ... = Les ions métalliques en biologie et en médecine : ... Symposium international sur les ions métalliques en biologie et en médecine ...","Met Ions Biol Med","Ions métalliques en biologie et en médecine","Met Ions Biol Med"
1075-3753,,1075-3753,"National network : the newsletter of the Hospital Libraries Section of the Medical Library Association.","Natl Netw",,"Natl Netw"
,,,"Treatment review.","Treat Rev",,"Treat Rev"
1995-7262,1995-7270,1995-7262,"Malawi medical journal : the journal of Medical Association of Malawi.","Malawi Med J",,"Malawi Med J"
1130-6343,0214-753X,1130-6343,"Farmacia hospitalaria : órgano oficial de expresión científica de la Sociedad Española de Farmacia Hospitalaria.","Farm Hosp","Revista S.E.F.H.","Farm Hosp"
0327-6139,,0327-6139,"Vertex : revista argentina de psiquiatriá",Vertex,,Vertex
,,,"Estudos de história e saúde.","Estud Hist Saude",,"Estud Hist Saude"
0523-1507,,0523-1507,"Roczniki Akademii Medycznej w Białymstoku. Suplement = Annales Academiae Medicae Bialostocensis. Supplementum.","Rocz Akad Med Bialymst Supl","Annales Academiae Medicae Bialostocensis. Supplementum","Rocz Akad Med Bialymst Supl"
0963-6145,,0963-6145,"BJP review of books.","BJP Rev Books","British journal of psychiatry.","BJP Rev Books"
0788-6020,,0788-6020,"Oral surgery, oral diagnosis : OSD.","Oral Surg Oral Diagn",OSD,"Oral Surg Oral Diagn"
,,,"BIRPERHT publication.","BIRPERHT Publ",,"BIRPERHT Publ"
,,,"European Quality Assurance Network newsletter","Eur Qual Assur Netw Newsl","EuroQuan newsletter","Eur Qual Assur Netw Newsl"
,,,"NIAID AIDS agenda","NIAID AIDS Agenda","AIDS agenda","NIAID AIDS Agenda"
0954-898X,1361-6536,0954-898X,"Network : computation in neural systems.",Network,,Network
,,,Bulletin,,"Indiana State Department Of Health bulletin",
1048-9223,1532-7817,1048-9223,"Language acquisition.","Lang Acquis",,"Lang Acquis"
1043-8483,,1043-8483,"Courts, health science & the law","Courts Health Sci Law","Courts, health science, and the law","Courts Health Sci Law"
1045-2249,1465-7279,1045-2249,"Behavioral ecology : official journal of the International Society for Behavioral Ecology.","Behav. Ecol.",,"Behav Ecol"
1043-4070,,1043-4070,"Journal of the history of sexuality.","J Hist Sex",JHS,"J Hist Sex"
1046-2023,1095-9130,1046-2023,"Methods : a companion to Methods in enzymology.",Methods,,Methods
0937-7409,,0937-7409,Chemoecology.,Chemoecology,,Chemoecology
1034-652X,,1034-652X,"Australian journal of marriage & family.","Aust J Marriage Fam","Australian journal of marriage and family","Aust J Marriage Fam"
0924-2244,1879-3053,0924-2244,"Trends in food science & technology.","Trends Food Sci Technol","Trends in food science and technology","Trends Food Sci Technol"
1050-5350,1573-3602,1050-5350,"Journal of gambling studies","J Gambl Stud",,"J Gambl Stud"
1300-2163,,1300-2163,"Türk psikiyatri dergisi = Turkish journal of psychiatry.","Turk Psikiyatri Derg","Turkish journal of psychiatry","Turk Psikiyatri Derg"
1053-4512,1538-4810,1053-4512,"Intervention in school and clinic.","Interv Sch Clin",Intervention,"Interv Sch Clin"
0915-7441,,0915-7441,"Nihon Kessen Shiketsu Gakkai shi = Japanese journal of thrombosis and hemostasis.","Nihon Kessen Shiketsu Gakkai shi","Japanese journal of thrombosis and hemostasis","Nihon Kessen Shiketsu Gakkai shi"
0937-3233,,0937-3233,"Hannoversche Abhandlungen zur Geschichte der Medizin und der Naturwissenschaften.","Hann Abh Gesch Med Natwiss",,"Hann Abh Gesch Med Natwiss"
0938-7412,1435-1544,0938-7412,"Herzschrittmachertherapie & Elektrophysiologie.","Herzschrittmacherther Elektrophysiol","Herzschrittmachertherapie und Elektrophysiologie","Herzschrittmacherther Elektrophysiol"
1180-2332,,1180-2332,"The Canadian journal of infectious diseases = Journal canadien des maladies infectieuses.","Can J Infect Dis","Infectious diseases","Can J Infect Dis"
1150-7276,,1150-7276,"Hémisphères : journal de l'ACODESS.",Hemispheres,,Hemispheres
0960-2348,,0960-2348,"History of Nursing Society journal.","Hist Nurs Soc J",Journal,"Hist Nurs Soc J"
0970-9274,,0970-9274,"Journal of human ecology.","J Hum Ecol",,"J Hum Ecol"
1052-1577,,1052-1577,"Harvard health letter","Harv Health Lett",,"Harv Health Lett"
1001-0602,1748-7838,1001-0602,"Cell research.","Cell Res.",,"Cell Res"
1051-5313,,1051-5313,"Harvard heart letter : from Harvard Medical School.","Harv Heart Lett",,"Harv Heart Lett"
1054-2957,,1054-2957,"Health and sexuality.","Health Sex","Health & sexuality","Health Sex"
1035-8811,,1035-8811,"The Australian journal of anthropology.","Aust J Anthropol",TAJA,"Aust J Anthropol"
0924-8323,,0924-8323,"Proceedings of the Koninklijke Nederlandse Akademie van Wetenschappen. Biological, chemical, geological, physical, and medical sciences.","Proc Koninklijke Nederlandse Akademie Wetenschappen","Biological, chemical, geological, physical, and medical sciences","Proc Koninklijke Nederlandse Akademie Wetenschappen"
0916-4804,1882-0476,0916-4804,"Nihon Ishinkin Gakkai zasshi = Japanese journal of medical mycology.","Nihon Ishinkin Gakkai Zasshi","Japanese journal of medical mycology","Nihon Ishinkin Gakkai Zasshi"
,,,"ActionAid disability news : the newsletter of Disability Division, ActionAid, India.","Actionaid Disabil News",,"Actionaid Disabil News"
,,,"BioWorld : the business of biotechnology.",BioWorld,"BioWorld magazine",
0235-7224,2029-0586,0235-7224,Ekologija,"Ekologija (Liet Moksl Akad (Spausd))",Ekologiia,
1130-1406,2173-9188,1130-1406,"Revista iberoamericana de micología.","Rev Iberoam Micol",RIAM,"Rev Iberoam Micol"
0970-8928,,0970-8928,"Indian journal of maternal and child health : official publication of Indian Maternal and Child Health Association,","Indian J Matern Child Health",,"Indian J Matern Child Health"
,,,"Revista del Colegio de Médicos y Cirujanos de Guatemala.","Rev Col Med Cir Guatem",,"Rev Col Med Cir Guatem"
1002-1892,,1002-1892,"Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","Zhongguo xiufu chongjian waike zazhi","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi"
1001-9332,,1001-9332,"Ying yong sheng tai xue bao = The journal of applied ecology","Ying Yong Sheng Tai Xue Bao","Journal of applied ecology","Ying Yong Sheng Tai Xue Bao"
0954-1381,,0954-1381,Lithium.,"Lithium (Edinb.)",,"Lithium (Edinb.)"
1047-3203,1095-9076,1047-3203,"Journal of visual communication and image representation.","J Vis Commun Image Represent","Visual communication and image representation","J Vis Commun Image Represent"
1226-0282,,1226-0282,"Pogŏn sahoe nonjip = Journal of population, health, and social welfare.","Bogeon sahoe nonjib","Journal of population, health, and social welfare","Bogeon sahoe nonjib"
1016-5177,,1016-5177,"Bold : quarterly journal of the International Institute on Aging (United Nations - Malta).",Bold,,Bold
1075-5756,,1075-5756,"Perspectives in respiratory nursing : a publication of the Respiratory Nursing Society.","Perspect Respir Nurs",,"Perspect Respir Nurs"
1057-5022,,1057-5022,"The Harvard mental health letter","Harv Ment Health Lett","Mental health letter","Harv Ment Health Lett"
1523-2883,,1523-2883,"Positively aware : the monthly journal of the Test Positive Aware Network.","Posit Aware",,"Posit Aware"
1181-8778,,1181-8778,"NCBHR communiqué = Communiqué CNBRH.","NCBHR Commun","National Council on Bioethics in Human Research communiqué","NCBHR Commun"
1068-1132,,1068-1132,"Journal of health care interior design : proceedings from the ... Symposium on Health Care Interior Design.","J Health Care Inter Des",,"J Health Care Inter Des"
1050-2556,,1050-2556,"Journal of divorce & remarriage.","J Divorce Remarriage","Journal of divorce and remarriage","J Divorce Remarriage"
1097-802X,,1097-802X,"The journal of the California Alliance for the Mentally Ill.","J Calif Alliance Ment Ill",,"J Calif Alliance Ment Ill"
,,,"European newsletter.",,,
,,,"Pakistan population review.","Pak Popul Rev",,"Pak Popul Rev"
1352-2450,,1352-2450,"Occasional paper.","Occas Pap R Coll Gen Pract",,"Occas Pap R Coll Gen Pract"
1061-9259,1532-6527,1061-9259,"The Case manager.","Case Manager",TCM,"Case Manager"
,,,"ORGYN : Organon's magazine on women & health.",ORGYN,,ORGYN
1057-1639,,1057-1639,"Perspectives on addictions nursing : a publication of the National Nurses Society on Addictions.","Perspect Addict Nurs",,"Perspect Addict Nurs"
1046-6703,,1046-6703,"State reproductive health monitor : legislative proposals and actions","State Reprod Health Monit",,"State Reprod Health Monit"
,,,"Notes from the underground : the PWA Health Group newsletter.","Notes Undergr",,"Notes Undergr"
1015-6305,1750-3639,1015-6305,"Brain pathology.","Brain Pathol.",,"Brain Pathol"
,,,"Diskussionsforum medizinische Ethik.","Diskussionsforum Med Ethik","WMW Diskussionsforum medizinische Ethik","Diskussionsforum Med Ethik"
1048-6690,,1048-6690,"Medical device technology.","Med Device Technol",,"Med Device Technol"
1076-7460,1751-715X,1076-7460,"The American journal of geriatric cardiology.","Am J Geriatr Cardiol",,"Am J Geriatr Cardiol"
0103-6440,1806-4760,0103-6440,"Brazilian dental journal.","Braz Dent J",,"Braz Dent J"
1072-8929,,1072-8929,"ASHA. Supplement.","ASHA Suppl",,"ASHA Suppl"
1047-0549,,1047-0549,"In health.","In Health",,"In Health"
1221-9118,,1221-9118,Chirurgia,"Chirurgia (Bucur)",Chirurgie,"Chirurgia (Bucur)"
0120-8322,1657-9534,0120-8322,"Colombia médica : CM.","Colomb. Med.",CM,
0037-9085,,0037-9085,"Bulletin de la Société de pathologie exotique.","Bull Soc Pathol Exot","Bulletin de la SPE","Bull Soc Pathol Exot"
1157-5999,,1157-5999,"Santé : cahiers d'étude et de recherches francophones.",Sante,"Cahiers santé",Sante
0778-7367,2049-3258,0778-7367,"Archives of public health = Archives belges de santé publique.","Arch Public Health","Archives belges de santé publique","Arch Public Health"
0953-7104,1369-1635,0953-7104,Platelets.,Platelets,,Platelets
,,,"Journal of leukocyte biology. Supplement.","J Leukoc Biol Suppl","J Leukocyte Biol Suppl","J Leukoc Biol Suppl"
0937-7654,,,"EDS magazine : official journal of the E.E.C. Dental Students Committee.","EDS Mag",,"EDS Mag"
1220-3696,,1220-3696,"Bacteriologia, virusologia, parazitologia, epidemiologia","Bacteriol Virusol Parazitol Epidemiol",,"Bacteriol Virusol Parazitol Epidemiol"
1051-9815,1875-9270,1051-9815,"Work : a journal of prevention, assessment, and rehabilitation.",Work,,Work
1101-3923,,1101-3923,"Scandinavian journal of plastic and reconstructive surgery and hand surgery. Supplementum.","Scand J Plast Reconstr Surg Hand Surg Suppl",,"Scand J Plast Reconstr Surg Hand Surg Suppl"
1320-2340,,1320-2340,"Australian dental practice.","Aust Dent Pract","Dental practice","Aust Dent Pract"
0937-9347,,0937-9347,"Applied magnetic resonance.","Appl Magn Reson",AMR,"Appl Magn Reson"
0864-4551,1027-2852,0864-4551,"Biotecnología aplicada : revista de la Sociedad Iberolatinoamericana para Investigaciones sobre Interferón y Biotecnología en Salud.","Biotecnol. Apl.",,
0936-5214,,0936-5214,"Synlett : accounts and rapid communications in synthetic organic chemistry.",Synlett,"Accounts and rapid communications in synthetic organic chemistry",Synlett
1051-0443,1535-7732,1051-0443,"Journal of vascular and interventional radiology : JVIR.","J Vasc Interv Radiol",JVIR,"J Vasc Interv Radiol"
1050-9674,1540-8558,1050-9674,"Journal of offender rehabilitation.","J Offender Rehabil",,"J Offender Rehabil"
1121-4171,,1121-4171,"Giornale italiano di endodonzia.","G Ital Endod",,"G Ital Endod"
1040-6638,,1026-7743,"Polycyclic aromatic compounds.","Polycycl Aromat Compd",,"Polycycl Aromat Compd"
1044-6672,,1026-7905,"Developmental immunology.","Dev. Immunol.",,"Dev Immunol"
0958-0344,1099-1565,0958-0344,"Phytochemical analysis : PCA.","Phytochem Anal",PCA,"Phytochem Anal"
1055-3835,,1055-3835,"Journal of addictions & offender counseling.","J Addict Offender Couns","Journal of addictions and offender counseling","J Addict Offender Couns"
1053-2528,,1053-2528,"Annual review of sex research.","Annu Rev Sex Res",,"Annu Rev Sex Res"
1057-6290,,1057-6290,"Advances in medical sociology.","Adv Med Sociol",,"Adv Med Sociol"
1016-2291,1423-0305,1016-2291,"Pediatric neurosurgery.","Pediatr Neurosurg",,"Pediatr Neurosurg"
1050-0545,,1050-0545,"Journal of the American Academy of Audiology.","J Am Acad Audiol",JAAA,"J Am Acad Audiol"
1046-7890,,1046-7890,"The Journal of clinical ethics.","J Clin Ethics",,"J Clin Ethics"
1062-0346,,1053-5500,"Dental implantology update.","Dent Implantol Update",,"Dent Implantol Update"
1018-5992,,1018-5992,"Journal of Marmara University Dental Faculty.","J Marmara Univ Dent Fac",,"J Marmara Univ Dent Fac"
0937-0633,1432-1130,0937-0633,"Fresenius' journal of analytical chemistry.","Fresenius J Anal Chem","Journal of analytical chemistry","Fresenius J Anal Chem"
1058-708X,,1058-708X,"BETA bulletin of experimental treatments for AIDS : a publication of the San Francisco AIDS foundation.",BETA,"Bulletin of experimental treatments for AIDS",BETA
,,,"Development. Supplement.","Dev. Suppl.",,"Dev Suppl"
1046-7041,,1046-7041,"The ABNF journal : official journal of the Association of Black Nursing Faculty in Higher Education, Inc.","ABNF J",,"ABNF J"
1220-0522,,1220-0522,"Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie.","Rom J Morphol Embryol","Revue roumaine de morphologie et embryologie","Rom J Morphol Embryol"
0937-1532,,0937-1532,"Parodontologie : die Zeitschrift für die Praxis.",Parodontol,,Parodontol
1016-8699,,1016-8699,"International child health.","Int Child Health",,"Int Child Health"
1220-1898,,1220-1898,Stomatologie,Stomatologie,Stomatologia,Stomatologie
1120-8716,,1120-8716,"Rivista italiana di odontoiatria infantile : organo ufficiale della Società italiana di odontoiatria infantile.","Riv Ital Odontoiatr Infant",,"Riv Ital Odontoiatr Infant"
1053-5330,,1053-5330,"The Journal of cardiovascular management : the official journal of the American College of Cardiovascular Administrators.","J Cardiovasc Manag",JCM,"J Cardiovasc Manag"
0924-977X,1873-7862,0924-977X,"European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology.","Eur Neuropsychopharmacol",,"Eur Neuropsychopharmacol"
1220-0875,,1220-0875,Oftalmologia.,Oftalmologia,,Oftalmologia
,,,Pediatrie,"Pediatrie (Bucur)",Pediatria,"Pediatrie (Bucur)"
1052-3901,,1052-3901,"Journal of laparoendoscopic surgery.","J Laparoendosc Surg",,"J Laparoendosc Surg"
1059-3489,,1059-3489,"The Implant Society : [periodical].","Implant Soc",,"Implant Soc"
1048-2687,,1048-2687,"CRNA : the clinical forum for nurse anesthetists.",CRNA,,CRNA
1062-0362,,1062-0362,"Consensus statement","Consens Statement","Consensus statement - National Institutes of Health Consensus Development Conference","Consens Statement"
1045-5418,,1045-5418,"Pediatric AIDS and HIV infection.","Pediatr AIDS HIV Infect",,"Pediatr AIDS HIV Infect"
1042-5179,1029-2365,1026-7913,"DNA sequence : the journal of DNA sequencing and mapping.","DNA Seq.",,"DNA Seq"
0905-2070,,0905-2070,"Odontologia practica.","Odontol Pract",,"Odontol Pract"
1015-3837,1421-9964,1015-3837,"Fetal diagnosis and therapy.","Fetal. Diagn. Ther.",,"Fetal Diagn Ther"
1047-0484,,1047-0484,"Risk, issues in health & safety.","Risk Issues Health Saf","Risk, issues in health and safety","Risk Issues Health Saf"
0955-8829,1473-5873,0955-8829,"Psychiatric genetics.","Psychiatr. Genet.",,"Psychiatr Genet"
0905-6157,1399-3038,0905-6157,"Pediatric allergy and immunology : official publication of the European Society of Pediatric Allergy and Immunology.","Pediatr Allergy Immunol",,"Pediatr Allergy Immunol"
1052-309X,,1052-309X,"National medical-legal journal.","Natl Med Leg J",,"Natl Med Leg J"
1050-5636,,1050-5636,"Report on medical guidelines & outcomes research.","Rep Med Guidel Outcomes Res","Report on medical guidelines and outcomes research","Rep Med Guidel Outcomes Res"
1063-8806,,1063-8806,"Current communications in cell & molecular biology.","Curr. Commun. Cell Mol. Biol.","Current communications in cell and molecular biology",
0905-7161,1600-0501,0905-7161,"Clinical oral implants research.","Clin Oral Implants Res",,"Clin Oral Implants Res"
1044-5463,1557-8992,1044-5463,"Journal of child and adolescent psychopharmacology.","J Child Adolesc Psychopharmacol",JCAP,"J Child Adolesc Psychopharmacol"
1057-0438,,1057-0438,"Heartbeat : an emergency nursing newsletter.",Heartbeat,,Heartbeat
1052-4231,,1052-4231,"Virginia medical quarterly : VMQ.","Va Med Q",VMQ,"Va Med Q"
1050-7256,1557-9077,1050-7256,"Thyroid : official journal of the American Thyroid Association.",Thyroid,,Thyroid
0959-4957,,0959-4957,"Immunology & infectious diseases.","Immunol. Infect. Dis.","Immunology and infectious diseases",
0959-6658,1460-2423,0959-6658,Glycobiology.,Glycobiology,,Glycobiology
,,,"Research papers","Res Pap Hist Med Assoc",,"Res Pap Hist Med Assoc"
1049-2089,1548-6869,1049-2089,"Journal of health care for the poor and underserved.","J Health Care Poor Underserved","Journal of health care for the poor & underserved","J Health Care Poor Underserved"
0035-399X,,0035-399X,"Revue roumaine de physiologie = Romanian journal of physiology.","Rev Roum Physiol","Romanian journal of physiology","Rev Roum Physiol"
1130-9903,,1130-9903,"Endodoncia : organo de la Asociación Española de Endodoncia.",Endodoncia,,Endodoncia
1047-322X,1521-0898,1047-322X,"Applied occupational and environmental hygiene.","Appl Occup Environ Hyg",,"Appl Occup Environ Hyg"
0940-1334,1433-8491,0940-1334,"European archives of psychiatry and clinical neuroscience.","Eur Arch Psychiatry Clin Neurosci",,"Eur Arch Psychiatry Clin Neurosci"
1055-3134,,1055-3134,"Tennessee nurse","Tenn Nurse",,"Tenn Nurse"
1047-9651,1558-1381,1047-9651,"Physical medicine and rehabilitation clinics of North America.","Phys Med Rehabil Clin N Am","Physical medicine and rehabilitation clinics","Phys Med Rehabil Clin N Am"
0957-5235,1473-5733,0957-5235,"Blood coagulation & fibrinolysis : an international journal in haemostasis and thrombosis.","Blood Coagul. Fibrinolysis","Blood coagulation and fibrinolysis","Blood Coagul Fibrinolysis"
1049-6734,,1049-6734,"Advances in endocrinology and metabolism.","Adv Endocrinol Metab",,"Adv Endocrinol Metab"
1045-3830,1939-1560,1045-3830,"School psychology quarterly : the official journal of the Division of School Psychology, American Psychological Association.","Sch Psychol Q",SPQ,"Sch Psychol Q"
0959-0587,,0959-0587,"Mouse genome.","Mouse Genome",,
0377-5011,,0377-5011,"Revista de igienă, medicina muncii, medicină socială, bacteriologie, virusologie, parazitologie, epidemiologie, pneumoftiziologie. Pneumoftiziologie","Rev Ig Med Muncii Med Soc Bacteriol Virusol Parazitol Epidemiol Pneumoftiziol Pneumoftiziol","Revista de igienă, bacteriologie, virusologie, parazitologie, epidemiologie, pneumoftiziologie. Pneumoftiziologie","Rev Ig Med Muncii Med Soc Bacteriol Virusol Parazitol Epidemiol Pneumoftiziol Pneumoftiziol"
0792-6855,,0792-6855,"Journal of basic and clinical physiology and pharmacology.","J Basic Clin Physiol Pharmacol","Journal of basic & clinical physiology & pharmacology","J Basic Clin Physiol Pharmacol"
1046-5928,1096-0279,1046-5928,"Protein expression and purification.","Protein Expr. Purif.","Protein expression & purification","Protein Expr Purif"
1046-7459,,1046-7459,"Nursing diagnosis : ND : the official journal of the North American Nursing Diagnosis Association.","Nurs Diagn","Journal of nursing language and classification.","Nurs Diagn"
0937-9827,1437-1596,0937-9827,"International journal of legal medicine.","Int. J. Legal Med.",,"Int J Legal Med"
1017-3293,,1017-3293,"Gesnerus. Supplement.","Gesnerus Suppl",,"Gesnerus Suppl"
0956-3075,1473-7752,0956-3075,"Clinical intensive care : international journal of critical & coronary care medicine.","Clin Intensive Care","International journal of critical & coronary care medicine","Clin Intensive Care"
0925-4773,1872-6356,0925-4773,"Mechanisms of development.","Mech. Dev.",MOD,"Mech Dev"
1049-3867,1878-4321,1049-3867,"Women's health issues : official publication of the Jacobs Institute of Women's Health.","Womens Health Issues",WHI,"Womens Health Issues"
1045-5485,,1045-5485,"Nurse practitioner forum.","Nurse Pract Forum",,"Nurse Pract Forum"
1048-2911,1541-3772,1048-2911,"New solutions : a journal of environmental and occupational health policy : NS.","New Solut",NS,"New Solut"
0959-4965,1473-558X,0959-4965,Neuroreport.,Neuroreport,,Neuroreport
0924-6479,1878-6847,0924-6479,"The International journal of risk & safety in medicine.","Int J Risk Saf Med","Risk & safety in medicine","Int J Risk Saf Med"
1148-5493,1952-4005,1148-5493,"European cytokine network.","Eur. Cytokine Netw.",,"Eur Cytokine Netw"
0957-5243,1573-7225,0957-5243,"Cancer causes & control : CCC.","Cancer Causes Control","Cancer causes and control","Cancer Causes Control"
0923-9820,1572-9729,0923-9820,Biodegradation.,Biodegradation,,Biodegradation
0959-4973,1473-5741,0959-4973,"Anti-cancer drugs.","Anticancer Drugs","Anticancer drugs","Anticancer Drugs"
1048-1990,,1048-1990,"Journal of general orthodontics.","J Gen Orthod",JGO,"J Gen Orthod"
0863-4904,,0863-4904,"Deutsche Stomatologie.","Dtsch Stomatol",,"Dtsch Stomatol"
0958-1669,1879-0429,0958-1669,"Current opinion in biotechnology.","Curr. Opin. Biotechnol.",,"Curr Opin Biotechnol"
1046-199X,1532-8163,1046-199X,"American journal of contact dermatitis : official journal of the American Contact Dermatitis Society.","Am. J. Contact Dermatitis",,"Am J Contact Dermat"
1049-5118,,1049-5118,"Seminars in gastrointestinal disease.","Semin. Gastrointest. Dis.",,"Semin Gastrointest Dis"
1045-4527,,1045-4527,"Seminars in arthroplasty.","Semin Arthroplasty",,"Semin Arthroplasty"
0999-5021,,0999-5021,"Réalités cliniques : revue européenne d'odontologie.","Real Clin","Revue européenne d'odontologie","Real Clin"
1018-0532,,1018-0532,"Revue roumaine de virologie.","Rev Roum Virol","Romanian journal of virology","Rev Roum Virol"
0937-941X,1433-2965,0937-941X,"Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA.","Osteoporos Int",,"Osteoporos Int"
1044-7431,1095-9327,1044-7431,"Molecular and cellular neurosciences.","Mol. Cell. Neurosci.","Molecular and cellular neuroscience","Mol Cell Neurosci"
1053-4628,1557-5268,1053-4628,"The Journal of clinical pediatric dentistry.","J Clin Pediatr Dent",,"J Clin Pediatr Dent"
1044-9523,,1044-9523,"Cell growth & differentiation : the molecular biology journal of the American Association for Cancer Research.","Cell Growth Differ.","Cell growth and differentiation","Cell Growth Differ"
1047-2797,1873-2585,1047-2797,"Annals of epidemiology.","Ann Epidemiol",AEP,"Ann Epidemiol"
1145-0762,,1145-0762,"Journal international de bioéthique = International journal of bioethics.","J Int Bioethique","International journal of bioethics","J Int Bioethique"
0936-6768,1439-0531,0936-6768,"Reproduction in domestic animals = Zuchthygiene.","Reprod. Domest. Anim.",Zuchthygiene,"Reprod Domest Anim"
0959-3985,1532-5040,0959-3985,"Physiotherapy theory and practice.","Physiother Theory Pract",,"Physiother Theory Pract"
1052-1372,,1052-1372,"P & T : a peer-reviewed journal for formulary management.","P T","P and T","P T"
0960-0760,1879-1220,0960-0760,"The Journal of steroid biochemistry and molecular biology.","J. Steroid Biochem. Mol. Biol.",,"J Steroid Biochem Mol Biol"
0959-5236,1465-3362,0959-5236,"Drug and alcohol review.","Drug Alcohol Rev",,"Drug Alcohol Rev"
1054-3589,1557-8925,1054-3589,"Advances in pharmacology.","Adv. Pharmacol.",,"Adv Pharmacol"
0955-2359,1477-4674,0955-2359,"20 century British history.","20 Century Br Hist","Twentieth century British history","20 Century Br Hist"
1015-8146,,1015-8146,"Genetic counseling.","Genet. Couns.",,"Genet Couns"
1015-5007,,1015-5007,Cardioscience.,Cardioscience,,Cardioscience
1180-3983,,1180-3983,"Santé Québec : revue de la Corporation professionnelle des infirmières et infirmiers auxiliaires du Québec.","Sante Que",,"Sante Que"
1017-5644,,1017-5644,"Romanian journal of neurology and psychiatry = Revue roumaine de neurologie et psychiatrie.","Rom J Neurol Psychiatry","Revue roumaine de neurologie et psychiatrie","Rom J Neurol Psychiatry"
1062-0303,1532-6578,1062-0303,"Journal of vascular nursing : official publication of the Society for Peripheral Vascular Nursing.","J Vasc Nurs",,"J Vasc Nurs"
0956-960X,,0956-960X,"Human antibodies and hybridomas.","Hum. Antibodies Hybridomas",,"Hum Antibodies Hybridomas"
1052-8733,,1052-8733,"Hospital revenue report.","Hosp Revenue Rep",,"Hosp Revenue Rep"
1041-9918,,1041-9918,"Current opinion in orthopaedics.","Curr Opin Orthop","Current opinion in orthopedics","Curr Opin Orthop"
1050-575X,,1050-575X,"Healthcare hazardous materials management : HHMM.","Healthc Hazard Mater Manage",HHMM,"Healthc Hazard Mater Manage"
0959-9673,1365-2613,0959-9673,"International journal of experimental pathology.","Int J Exp Pathol","Journal of experimental pathology","Int J Exp Pathol"
1046-6673,1533-3450,1046-6673,"Journal of the American Society of Nephrology : JASN.","J. Am. Soc. Nephrol.",JASN,"J Am Soc Nephrol"
0897-5353,,0897-5353,"Journal of family psychotherapy.","J Fam Psychother",,"J Fam Psychother"
0957-154X,,0957-154X,"History of psychiatry.","Hist Psychiatry",,"Hist Psychiatry"
0905-4383,1600-0781,0905-4383,"Photodermatology, photoimmunology & photomedicine.","Photodermatol Photoimmunol Photomed","Photodermatology, photoimmunology and photomedicine","Photodermatol Photoimmunol Photomed"
1483-698X,,1483-698X,"Le Journal CANNT = CANNT journal : the journal of the Canadian Association of Nephrology Nurses and Technicians.","J CANNT","CANNT journal","J CANNT"
1054-1888,,1054-1888,"Advances in health economics and health services research. Supplement.","Adv Health Econ Health Serv Res Suppl",,"Adv Health Econ Health Serv Res Suppl"
0957-4530,1573-4838,0957-4530,"Journal of materials science. Materials in medicine.","J Mater Sci Mater Med","Materials in medicine","J Mater Sci Mater Med"
1047-6938,1541-3721,1047-6938,"Optics and photonics news.","Opt Photonics News","Optics & photonics news","Opt Photonics News"
1050-6101,,1050-6101,"Human genome news","Hum Genome News",,"Hum Genome News"
0959-3993,1573-0972,0959-3993,"World journal of microbiology & biotechnology.","World J. Microbiol. Biotechnol.","World journal of microbiology and biotechnology","World J Microbiol Biotechnol"
1047-3149,,1047-3149,"HRMagazine : on human resource management.",HRMAGAZINE,"HR magazine",HRMAGAZINE
0923-1811,1873-569X,0923-1811,"Journal of dermatological science.","J. Dermatol. Sci.",,"J Dermatol Sci"
1045-4861,,1045-4861,"Journal of applied biomaterials : an official journal of the Society for Biomaterials.","J Appl Biomater",,"J Appl Biomater"
